Well	WellID	sampleID	sampletype	DNA_Plate	concentration_mM	dilution	dilution_material	injection	Column	DataFileOrigin
F05	P1-F05	d0_1837_2	unknown	HF9.PlateA	NA	0.1	PBS	0.02	5	HPLC_HF9_plateA_samplekey.txt
F06	P1-F06	d0_1837_3	unknown	HF9.PlateA	NA	0.1	PBS	0.02	6	HPLC_HF9_plateA_samplekey.txt
F07	P1-F07	d1_1841_1	unknown	HF9.PlateA	NA	0.1	PBS	0.02	7	HPLC_HF9_plateA_samplekey.txt
F08	P1-F08	d1_1841_2	unknown	HF9.PlateA	NA	0.1	PBS	0.02	8	HPLC_HF9_plateA_samplekey.txt
F09	P1-F09	d1_1841_3	unknown	HF9.PlateA	NA	0.1	PBS	0.02	9	HPLC_HF9_plateA_samplekey.txt
F10	P1-F10	d4_1836_3	unknown	HF9.PlateA	NA	0.1	PBS	0.02	10	HPLC_HF9_plateA_samplekey.txt
F11	P1-F11	d4_1840_1	unknown	HF9.PlateA	NA	0.1	PBS	0.02	11	HPLC_HF9_plateA_samplekey.txt
F12	P1-F12	d4_1840_2	unknown	HF9.PlateA	NA	0.1	PBS	0.02	12	HPLC_HF9_plateA_samplekey.txt
G01	P1-G01	d1_1837_1	unknown	HF9.PlateA	NA	0.1	PBS	0.02	1	HPLC_HF9_plateA_samplekey.txt
G02	P1-G02	d1_1837_2	unknown	HF9.PlateA	NA	0.1	PBS	0.02	2	HPLC_HF9_plateA_samplekey.txt
G03	P1-G03	d4_1839_2	unknown	HF9.PlateA	NA	0.1	PBS	0.02	3	HPLC_HF9_plateA_samplekey.txt
G04	P1-G04	d11_1836_1	unknown	HF9.PlateA	NA	0.1	PBS	0.02	4	HPLC_HF9_plateA_samplekey.txt
G05	P1-G05	d11_1836_2	unknown	HF9.PlateA	NA	0.1	PBS	0.02	5	HPLC_HF9_plateA_samplekey.txt
G06	P1-G06	d11_1836_3	unknown	HF9.PlateA	NA	0.1	PBS	0.02	6	HPLC_HF9_plateA_samplekey.txt
G07	P1-G07	d11_1836_4	unknown	HF9.PlateA	NA	0.1	PBS	0.02	7	HPLC_HF9_plateA_samplekey.txt
G08	P1-G08	d18_1837_1	unknown	HF9.PlateA	NA	0.1	PBS	0.02	8	HPLC_HF9_plateA_samplekey.txt
G09	P1-G09	d18_1841_3	unknown	HF9.PlateA	NA	0.1	PBS	0.02	9	HPLC_HF9_plateA_samplekey.txt
G10	P1-G10	c21_1837_2	unknown	HF9.PlateA	NA	0.1	PBS	0.02	10	HPLC_HF9_plateA_samplekey.txt
G11	P1-G11	d16_1837_2	unknown	HF9.PlateA	NA	0.1	PBS	0.02	11	HPLC_HF9_plateA_samplekey.txt
G12	P1-G12	d18_1841_2	unknown	HF9.PlateA	NA	0.1	PBS	0.02	12	HPLC_HF9_plateA_samplekey.txt
H01	P1-H01	d13_1835_1	unknown	HF9.PlateA	NA	0.1	PBS	0.02	1	HPLC_HF9_plateA_samplekey.txt
H02	P1-H02	d13_1835_2	unknown	HF9.PlateA	NA	0.1	PBS	0.02	2	HPLC_HF9_plateA_samplekey.txt
H03	P1-H03	d13_1835_3	unknown	HF9.PlateA	NA	0.1	PBS	0.02	3	HPLC_HF9_plateA_samplekey.txt
H04	P1-H04	d18_1841_1	unknown	HF9.PlateA	NA	0.1	PBS	0.02	4	HPLC_HF9_plateA_samplekey.txt
H05	P1-H05	d18_1840_2	unknown	HF9.PlateA	NA	0.1	PBS	0.02	5	HPLC_HF9_plateA_samplekey.txt
H06	P1-H06	d18_1840_3	unknown	HF9.PlateA	NA	0.1	PBS	0.02	6	HPLC_HF9_plateA_samplekey.txt
H07	P1-H07	d16_1837_3	unknown	HF9.PlateA	NA	0.1	PBS	0.02	7	HPLC_HF9_plateA_samplekey.txt
H08	P1-H08	HF9_plateA_PBS	unknown	HF9.PlateA	NA	0.1	PBS	0.02	8	HPLC_HF9_plateA_samplekey.txt
A01	P2-A01	c21_1835_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	1	HPLC_HF9_plateB_samplekey.txt
A02	P2-A02	c21_1835_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	2	HPLC_HF9_plateB_samplekey.txt
A03	P2-A03	c21_1836_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	3	HPLC_HF9_plateB_samplekey.txt
A04	P2-A04	dn7_1839_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	4	HPLC_HF9_plateB_samplekey.txt
A05	P2-A05	dn7_1839_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	5	HPLC_HF9_plateB_samplekey.txt
A06	P2-A06	dn7_1839_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	6	HPLC_HF9_plateB_samplekey.txt
A07	P2-A07	d16_1839_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	7	HPLC_HF9_plateB_samplekey.txt
A08	P2-A08	d0_1835_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	8	HPLC_HF9_plateB_samplekey.txt
A09	P2-A09	d0_1835_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	9	HPLC_HF9_plateB_samplekey.txt
A10	P2-A10	d0_1835_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	10	HPLC_HF9_plateB_samplekey.txt
A11	P2-A11	d4_1837_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	11	HPLC_HF9_plateB_samplekey.txt
A12	P2-A12	d4_1837_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	12	HPLC_HF9_plateB_samplekey.txt
B01	P2-B01	d1_1835_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	1	HPLC_HF9_plateB_samplekey.txt
B02	P2-B02	d1_1835_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	2	HPLC_HF9_plateB_samplekey.txt
B03	P2-B03	d1_1836_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	3	HPLC_HF9_plateB_samplekey.txt
B04	P2-B04	d4_1841_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	4	HPLC_HF9_plateB_samplekey.txt
B05	P2-B05	d4_1841_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	5	HPLC_HF9_plateB_samplekey.txt
B06	P2-B06	d4_1841_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	6	HPLC_HF9_plateB_samplekey.txt
B07	P2-B07	d4_1839_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	7	HPLC_HF9_plateB_samplekey.txt
B08	P2-B08	d9_1835_q	unknown	HF9.PlateB	NA	0.1	PBS	0.02	8	HPLC_HF9_plateB_samplekey.txt
B09	P2-B09	d9_1835_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	9	HPLC_HF9_plateB_samplekey.txt
B10	P2-B10	d9_1835_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	10	HPLC_HF9_plateB_samplekey.txt
B11	P2-B11	d18_1839_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	11	HPLC_HF9_plateB_samplekey.txt
B12	P2-B12	d4_1837_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	12	HPLC_HF9_plateB_samplekey.txt
C01	P2-C01	d11_1837_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	1	HPLC_HF9_plateB_samplekey.txt
C02	P2-C02	d11_1837_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	2	HPLC_HF9_plateB_samplekey.txt
C03	P2-C03	d11_1837_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	3	HPLC_HF9_plateB_samplekey.txt
C04	P2-C04	d13_1837_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	4	HPLC_HF9_plateB_samplekey.txt
C05	P2-C05	d13_1837_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	5	HPLC_HF9_plateB_samplekey.txt
C06	P2-C06	d13_1837_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	6	HPLC_HF9_plateB_samplekey.txt
C07	P2-C07	d9_1841_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	7	HPLC_HF9_plateB_samplekey.txt
C08	P2-C08	d9_1841_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	8	HPLC_HF9_plateB_samplekey.txt
C09	P2-C09	d9_1841_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	9	HPLC_HF9_plateB_samplekey.txt
C10	P2-C10	d16_1839_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	10	HPLC_HF9_plateB_samplekey.txt
C11	P2-C11	d16_1839_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	11	HPLC_HF9_plateB_samplekey.txt
C12	P2-C12	d18_1836_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	12	HPLC_HF9_plateB_samplekey.txt
D01	P2-D01	dn7_1840_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	1	HPLC_HF9_plateB_samplekey.txt
D02	P2-D02	dn7_1840_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	2	HPLC_HF9_plateB_samplekey.txt
D03	P2-D03	dn7_1840_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	3	HPLC_HF9_plateB_samplekey.txt
D04	P2-D04	d18_1839_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	4	HPLC_HF9_plateB_samplekey.txt
D05	P2-D05	d18_1839_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	5	HPLC_HF9_plateB_samplekey.txt
D06	P2-D06	d18_1840_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	6	HPLC_HF9_plateB_samplekey.txt
D07	P2-D07	d1_1836_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	7	HPLC_HF9_plateB_samplekey.txt
D08	P2-D08	d1_1836_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	8	HPLC_HF9_plateB_samplekey.txt
D09	P2-D09	d1_1836_4	unknown	HF9.PlateB	NA	0.1	PBS	0.02	9	HPLC_HF9_plateB_samplekey.txt
D10	P2-D10	d13_1839_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	10	HPLC_HF9_plateB_samplekey.txt
D11	P2-D11	d13_1839_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	11	HPLC_HF9_plateB_samplekey.txt
D12	P2-D12	HF9_hFMT2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	12	HPLC_HF9_plateB_samplekey.txt
E01	P2-E01	c21_1836_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	1	HPLC_HF9_plateB_samplekey.txt
E02	P2-E02	c21_1836_4	unknown	HF9.PlateB	NA	0.1	PBS	0.02	2	HPLC_HF9_plateB_samplekey.txt
E03	P2-E03	c21_1840_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	3	HPLC_HF9_plateB_samplekey.txt
E04	P2-E04	d18_1835_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	4	HPLC_HF9_plateB_samplekey.txt
E05	P2-E05	d18_1836_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	5	HPLC_HF9_plateB_samplekey.txt
E06	P2-E06	d18_1835_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	6	HPLC_HF9_plateB_samplekey.txt
E07	P2-E07	d9_1840_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	7	HPLC_HF9_plateB_samplekey.txt
E08	P2-E08	d9_1840_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	8	HPLC_HF9_plateB_samplekey.txt
E09	P2-E09	d9_1840_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	9	HPLC_HF9_plateB_samplekey.txt
E10	P2-E10	d0_1840_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	10	HPLC_HF9_plateB_samplekey.txt
E11	P2-E11	d0_1840_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	11	HPLC_HF9_plateB_samplekey.txt
E12	P2-E12	d0_1840_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	12	HPLC_HF9_plateB_samplekey.txt
F01	P2-F01	dn7_1841_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	1	HPLC_HF9_plateB_samplekey.txt
F02	P2-F02	dn7_1841_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	2	HPLC_HF9_plateB_samplekey.txt
F03	P2-F03	dn7_1841_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	3	HPLC_HF9_plateB_samplekey.txt
F04	P2-F04	d0_1839_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	4	HPLC_HF9_plateB_samplekey.txt
F05	P2-F05	d0_1839_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	5	HPLC_HF9_plateB_samplekey.txt
F06	P2-F06	d0_1839_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	6	HPLC_HF9_plateB_samplekey.txt
F07	P2-F07	d11_1841_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	7	HPLC_HF9_plateB_samplekey.txt
F08	P2-F08	d11_1841_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	8	HPLC_HF9_plateB_samplekey.txt
F09	P2-F09	d11_1841_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	9	HPLC_HF9_plateB_samplekey.txt
F10	P2-F10	d18_1837_2	unknown	HF9.PlateB	NA	0.016666667	PBS	0.02	10	HPLC_HF9_plateB_samplekey.txt
F11	P2-F11	d18_1837_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	11	HPLC_HF9_plateB_samplekey.txt
F12	P2-F12	d9_1839_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	12	HPLC_HF9_plateB_samplekey.txt
G01	P2-G01	d11_1839_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	1	HPLC_HF9_plateB_samplekey.txt
G02	P2-G02	d11_1839_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	2	HPLC_HF9_plateB_samplekey.txt
G03	P2-G03	d11_1839_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	3	HPLC_HF9_plateB_samplekey.txt
G04	P2-G04	d16_1840_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	4	HPLC_HF9_plateB_samplekey.txt
G05	P2-G05	d16_1840_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	5	HPLC_HF9_plateB_samplekey.txt
G06	P2-G06	c21_1837_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	6	HPLC_HF9_plateB_samplekey.txt
G07	P2-G07	c21_1841_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	7	HPLC_HF9_plateB_samplekey.txt
G08	P2-G08	c21_1839_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	8	HPLC_HF9_plateB_samplekey.txt
G09	P2-G09	d1_1839_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	9	HPLC_HF9_plateB_samplekey.txt
G10	P2-G10	d1_1839_2	unknown	HF9.PlateB	NA	0.1	PBS	0.02	10	HPLC_HF9_plateB_samplekey.txt
G11	P2-G11	d1_1839_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	11	HPLC_HF9_plateB_samplekey.txt
G12	P2-G12	d18_1836_4	unknown	HF9.PlateB	NA	0.1	PBS	0.02	12	HPLC_HF9_plateB_samplekey.txt
H01	P2-H01	d13_1836_1	unknown	HF9.PlateB	NA	0.1	PBS	0.02	1	HPLC_HF9_plateB_samplekey.txt
H02	P2-H02	d13_1836_2	unknown	HF9.PlateB	NA	0.016666667	PBS	0.02	2	HPLC_HF9_plateB_samplekey.txt
H03	P2-H03	d13_1836_3	unknown	HF9.PlateB	NA	0.1	PBS	0.02	3	HPLC_HF9_plateB_samplekey.txt
H04	P2-H04	d13_1836_4	unknown	HF9.PlateB	NA	0.1	PBS	0.02	4	HPLC_HF9_plateB_samplekey.txt
H05	P2-H05	HF9_plateB_PBS	unknown	HF9.PlateB	NA	0.1	PBS	0.02	5	HPLC_HF9_plateB_samplekey.txt
NA	STD-0111	STD_40mM	standard	HF5.PlateA	40	NA	NA	0.02	NA	standards_samplekey.txt
NA	STD-0112	STD_20mM	standard	HF5.PlateA	20	NA	NA	0.02	NA	standards_samplekey.txt
NA	STD-0113	STD_10mM	standard	HF5.PlateA	10	NA	NA	0.02	NA	standards_samplekey.txt
NA	STD-0114	STD_5mM	standard	HF5.PlateA	5	NA	NA	0.02	NA	standards_samplekey.txt
NA	STD-0115	STD_2.5mM	standard	HF5.PlateA	2.5	NA	NA	0.02	NA	standards_samplekey.txt
NA	STD-0116	STD_1mM	standard	HF5.PlateA	1	NA	NA	0.02	NA	standards_samplekey.txt
NA	STD-0117	STD_0.5mM	standard	HF5.PlateA	0.5	NA	NA	0.02	NA	standards_samplekey.txt
NA	STD-0118	STD_0.25mM	standard	HF5.PlateA	0.25	NA	NA	0.02	NA	standards_samplekey.txt
NA	STD-0119	STD_0.1mM	standard	HF5.PlateA	0.1	NA	NA	0.02	NA	standards_samplekey.txt
