seqID	sampleID	sampleType
d23_1271_4	d23_1271_4	mouse
d23_1272_1	d23_1272_1	mouse
d23_1272_2	d23_1272_2	mouse
d23_1272_3	d23_1272_3	mouse
d23_1272_4	d23_1272_4	mouse
d23_1273_1	d23_1273_1	mouse
d23_1273_2	d23_1273_2	mouse
d23_1273_3	d23_1273_3	mouse
d23_1273_4	d23_1273_4	mouse
d23_1275_1	d23_1275_1	mouse
d23_1275_2	d23_1275_2	mouse
d23_1275_3	d23_1275_3	mouse
d23_1275_4	d23_1275_4	mouse
d24_1191_1	d24_1191_1	mouse
d24_1191_2	d24_1191_2	mouse
d24_1191_3	d24_1191_3	mouse
d24_1268_1	d24_1268_1	mouse
d24_1268_2	d24_1268_2	mouse
d24_1268_3	d24_1268_3	mouse
d24_1269_1	d24_1269_1	mouse
d24_1269_2	d24_1269_2	mouse
d24_1269_3	d24_1269_3	mouse
d24_1269_4	d24_1269_4	mouse
d24_1270_1	d24_1270_1	mouse
d24_1270_2	d24_1270_2	mouse
d24_1270_3	d24_1270_3	mouse
d24_1270_4	d24_1270_4	mouse
d24_1271_1	d24_1271_1	mouse
d24_1271_2	d24_1271_2	mouse
d24_1271_3	d24_1271_3	mouse
d24_1271_4	d24_1271_4	mouse
d24_1272_1	d24_1272_1	mouse
d24_1272_2	d24_1272_2	mouse
d24_1272_3	d24_1272_3	mouse
d24_1272_4	d24_1272_4	mouse
d24_1273_1	d24_1273_1	mouse
d24_1273_2	d24_1273_2	mouse
d24_1273_3	d24_1273_3	mouse
d24_1273_4	d24_1273_4	mouse
d24_1275_1	d24_1275_1	mouse
d24_1275_2	d24_1275_2	mouse
d24_1275_3	d24_1275_3	mouse
d24_1275_4	d24_1275_4	mouse
d25_1191_1	d25_1191_1	mouse
d25_1191_2	d25_1191_2	mouse
d25_1191_3	d25_1191_3	mouse
d25_1268_1	d25_1268_1	mouse
d25_1268_2	d25_1268_2	mouse
d25_1268_3	d25_1268_3	mouse
d25_1269_1	d25_1269_1	mouse
d25_1269_2	d25_1269_2	mouse
d25_1269_3	d25_1269_3	mouse
d25_1269_4	d25_1269_4	mouse
d25_1270_1	d25_1270_1	mouse
d25_1270_2	d25_1270_2	mouse
d25_1270_3	d25_1270_3	mouse
d25_1270_4	d25_1270_4	mouse
d25_1271_1	d25_1271_1	mouse
d25_1271_2	d25_1271_2	mouse
d25_1271_3	d25_1271_3	mouse
d25_1271_4	d25_1271_4	mouse
d25_1272_1	d25_1272_1	mouse
d25_1272_2	d25_1272_2	mouse
d25_1272_3	d25_1272_3	mouse
d25_1272_4	d25_1272_4	mouse
d25_1273_1	d25_1273_1	mouse
d25_1273_2	d25_1273_2	mouse
d25_1273_3	d25_1273_3	mouse
d25_1273_4	d25_1273_4	mouse
d25_1275_1	d25_1275_1	mouse
d25_1275_2	d25_1275_2	mouse
d25_1275_3	d25_1275_3	mouse
d25_1275_4	d25_1275_4	mouse
d28_1191_1	d28_1191_1	mouse
d28_1191_2	d28_1191_2	mouse
d28_1191_3	d28_1191_3	mouse
d28_1268_1	d28_1268_1	mouse
d28_1268_2	d28_1268_2	mouse
d28_1268_3	d28_1268_3	mouse
d28_1269_1	d28_1269_1	mouse
d28_1269_2	d28_1269_2	mouse
d28_1269_3	d28_1269_3	mouse
d28_1269_4	d28_1269_4	mouse
d28_1270_1	d28_1270_1	mouse
d28_1270_2	d28_1270_2	mouse
d28_1270_3	d28_1270_3	mouse
d28_1270_4	d28_1270_4	mouse
d28_1271_1	d28_1271_1	mouse
d28_1271_2	d28_1271_2	mouse
d28_1271_3	d28_1271_3	mouse
d28_1271_4	d28_1271_4	mouse
d28_1272_1	d28_1272_1	mouse
d28_1272_2	d28_1272_2	mouse
d28_1272_3	d28_1272_3	mouse
d28_1272_4	d28_1272_4	mouse
d28_1273_1	d28_1273_1	mouse
d28_1273_2	d28_1273_2	mouse
d28_1273_3	d28_1273_3	mouse
d28_1273_4	d28_1273_4	mouse
d28_1275_1	d28_1275_1	mouse
d28_1275_2	d28_1275_2	mouse
d28_1275_3	d28_1275_3	mouse
d28_1275_4	d28_1275_4	mouse
d3_1191_1	d3_1191_1	mouse
d3_1191_2	d3_1191_2	mouse
d3_1191_3	d3_1191_3	mouse
d3_1268_1	d3_1268_1	mouse
d3_1268_2	d3_1268_2	mouse
d3_1268_3	d3_1268_3	mouse
d3_1269_1	d3_1269_1	mouse
d3_1269_2	d3_1269_2	mouse
d3_1269_3	d3_1269_3	mouse
d3_1269_4	d3_1269_4	mouse
d3_1270_1	d3_1270_1	mouse
d3_1270_2	d3_1270_2	mouse
d3_1270_3	d3_1270_3	mouse
d3_1270_4	d3_1270_4	mouse
d3_1271_1	d3_1271_1	mouse
d3_1271_2	d3_1271_2	mouse
d3_1271_3	d3_1271_3	mouse
d3_1271_4	d3_1271_4	mouse
d3_1272_1	d3_1272_1	mouse
d3_1272_2	d3_1272_2	mouse
d3_1272_3	d3_1272_3	mouse
d3_1272_4	d3_1272_4	mouse
d3_1273_1	d3_1273_1	mouse
d3_1273_2	d3_1273_2	mouse
d3_1273_3	d3_1273_3	mouse
d3_1273_4	d3_1273_4	mouse
d3_1275_1	d3_1275_1	mouse
d3_1275_2	d3_1275_2	mouse
d3_1275_3	d3_1275_3	mouse
d3_1275_4	d3_1275_4	mouse
d30_1191_1	d30_1191_1	mouse
d30_1191_2	d30_1191_2	mouse
d30_1191_3	d30_1191_3	mouse
d30_1268_1	d30_1268_1	mouse
d30_1268_2	d30_1268_2	mouse
d30_1268_3	d30_1268_3	mouse
d30_1269_1	d30_1269_1	mouse
d30_1269_2	d30_1269_2	mouse
d30_1269_3	d30_1269_3	mouse
d30_1269_4	d30_1269_4	mouse
d30_1270_1	d30_1270_1	mouse
d30_1270_2	d30_1270_2	mouse
d30_1270_3	d30_1270_3	mouse
d30_1270_4	d30_1270_4	mouse
d30_1271_1	d30_1271_1	mouse
d30_1271_2	d30_1271_2	mouse
d30_1271_3	d30_1271_3	mouse
d30_1271_4	d30_1271_4	mouse
d30_1272_1	d30_1272_1	mouse
d30_1272_2	d30_1272_2	mouse
d30_1272_3	d30_1272_3	mouse
d30_1272_4	d30_1272_4	mouse
d30_1273_1	d30_1273_1	mouse
d30_1273_2	d30_1273_2	mouse
d30_1273_3	d30_1273_3	mouse
d30_1273_4	d30_1273_4	mouse
d30_1275_1	d30_1275_1	mouse
d30_1275_2	d30_1275_2	mouse
d30_1275_3	d30_1275_3	mouse
d30_1275_4	d30_1275_4	mouse
d32_1191_1	d32_1191_1	mouse
d32_1191_2	d32_1191_2	mouse
d32_1191_3	d32_1191_3	mouse
d32_1268_1	d32_1268_1	mouse
d32_1268_2	d32_1268_2	mouse
d32_1268_3	d32_1268_3	mouse
d32_1269_1	d32_1269_1	mouse
d32_1269_2	d32_1269_2	mouse
d32_1269_3	d32_1269_3	mouse
d32_1269_4	d32_1269_4	mouse
d32_1270_1	d32_1270_1	mouse
d32_1270_2	d32_1270_2	mouse
d32_1270_3	d32_1270_3	mouse
d32_1270_4	d32_1270_4	mouse
d32_1271_1	d32_1271_1	mouse
d32_1271_2	d32_1271_2	mouse
d32_1271_3	d32_1271_3	mouse
d32_1271_4	d32_1271_4	mouse
d32_1272_1	d32_1272_1	mouse
d32_1272_2	d32_1272_2	mouse
d32_1272_3	d32_1272_3	mouse
d32_1272_4	d32_1272_4	mouse
d32_1273_1	d32_1273_1	mouse
d32_1273_2	d32_1273_2	mouse
d32_1273_3	d32_1273_3	mouse
d32_1273_4	d32_1273_4	mouse
d32_1275_1	d32_1275_1	mouse
d32_1275_2	d32_1275_2	mouse
d32_1275_3	d32_1275_3	mouse
d32_1275_4	d32_1275_4	mouse
d35_1191_1	d35_1191_1	mouse
d35_1191_2	d35_1191_2	mouse
d35_1191_3	d35_1191_3	mouse
d35_1268_1	d35_1268_1	mouse
d35_1268_2	d35_1268_2	mouse
d35_1268_3	d35_1268_3	mouse
d35_1269_1	d35_1269_1	mouse
d35_1269_2	d35_1269_2	mouse
d35_1269_3	d35_1269_3	mouse
d35_1269_4	d35_1269_4	mouse
d35_1270_1	d35_1270_1	mouse
d35_1270_2	d35_1270_2	mouse
d35_1270_3	d35_1270_3	mouse
d35_1270_4	d35_1270_4	mouse
d35_1271_1	d35_1271_1	mouse
d35_1271_2	d35_1271_2	mouse
d35_1271_3	d35_1271_3	mouse
d35_1271_4	d35_1271_4	mouse
d35_1272_1	d35_1272_1	mouse
d35_1272_2	d35_1272_2	mouse
d35_1272_3	d35_1272_3	mouse
d35_1272_4	d35_1272_4	mouse
d35_1273_1	d35_1273_1	mouse
d35_1273_2	d35_1273_2	mouse
d35_1273_3	d35_1273_3	mouse
d35_1273_4	d35_1273_4	mouse
d35_1275_1	d35_1275_1	mouse
d35_1275_2	d35_1275_2	mouse
d35_1275_3	d35_1275_3	mouse
d35_1275_4	d35_1275_4	mouse
d36_1191_1	d36_1191_1	mouse
d36_1191_2	d36_1191_2	mouse
d36_1191_3	d36_1191_3	mouse
d36_1268_1	d36_1268_1	mouse
d36_1268_2	d36_1268_2	mouse
d36_1268_3	d36_1268_3	mouse
d36_1269_1	d36_1269_1	mouse
d36_1269_2	d36_1269_2	mouse
d36_1269_3	d36_1269_3	mouse
d36_1269_4	d36_1269_4	mouse
d36_1270_1	d36_1270_1	mouse
d36_1270_2	d36_1270_2	mouse
d36_1270_3	d36_1270_3	mouse
d36_1270_4	d36_1270_4	mouse
d36_1271_1	d36_1271_1	mouse
d36_1271_2	d36_1271_2	mouse
d36_1271_3	d36_1271_3	mouse
d36_1271_4	d36_1271_4	mouse
d36_1272_1	d36_1272_1	mouse
d36_1272_2	d36_1272_2	mouse
d36_1272_3	d36_1272_3	mouse
d36_1272_4	d36_1272_4	mouse
d36_1273_1	d36_1273_1	mouse
d36_1273_2	d36_1273_2	mouse
d36_1273_3	d36_1273_3	mouse
d36_1273_4	d36_1273_4	mouse
d36_1275_1	d36_1275_1	mouse
d36_1275_2	d36_1275_2	mouse
d36_1275_3	d36_1275_3	mouse
d36_1275_4	d36_1275_4	mouse
d39_1191_1	d39_1191_1	mouse
d39_1191_2	d39_1191_2	mouse
d39_1191_3	d39_1191_3	mouse
d39_1268_1	d39_1268_1	mouse
d39_1268_2	d39_1268_2	mouse
d39_1268_3	d39_1268_3	mouse
d39_1269_1	d39_1269_1	mouse
d39_1269_2	d39_1269_2	mouse
d39_1269_3	d39_1269_3	mouse
d39_1269_4	d39_1269_4	mouse
d39_1270_1	d39_1270_1	mouse
d39_1270_2	d39_1270_2	mouse
d39_1270_3	d39_1270_3	mouse
d39_1270_4	d39_1270_4	mouse
d39_1271_1	d39_1271_1	mouse
d39_1271_2	d39_1271_2	mouse
d39_1271_3	d39_1271_3	mouse
d39_1271_4	d39_1271_4	mouse
d39_1272_1	d39_1272_1	mouse
d39_1272_2	d39_1272_2	mouse
d39_1272_3	d39_1272_3	mouse
d39_1272_4	d39_1272_4	mouse
d39_1273_1	d39_1273_1	mouse
d39_1273_2	d39_1273_2	mouse
d39_1273_3	d39_1273_3	mouse
d39_1273_4	d39_1273_4	mouse
d39_1275_1	d39_1275_1	mouse
d39_1275_2	d39_1275_2	mouse
d39_1275_3	d39_1275_3	mouse
d39_1275_4	d39_1275_4	mouse
d4_1191_1	d4_1191_1	mouse
d4_1191_2	d4_1191_2	mouse
d4_1191_3	d4_1191_3	mouse
d4_1268_1	d4_1268_1	mouse
d4_1268_2	d4_1268_2	mouse
d4_1268_3	d4_1268_3	mouse
d4_1269_1	d4_1269_1	mouse
d4_1269_2	d4_1269_2	mouse
d4_1269_3	d4_1269_3	mouse
d4_1269_4	d4_1269_4	mouse
d4_1270_1	d4_1270_1	mouse
d4_1270_2	d4_1270_2	mouse
d4_1270_3	d4_1270_3	mouse
d4_1270_4	d4_1270_4	mouse
d4_1271_1	d4_1271_1	mouse
d4_1271_2	d4_1271_2	mouse
d4_1271_3	d4_1271_3	mouse
d4_1271_4	d4_1271_4	mouse
d4_1272_1	d4_1272_1	mouse
d4_1272_2	d4_1272_2	mouse
d4_1272_3	d4_1272_3	mouse
d4_1272_4	d4_1272_4	mouse
d4_1273_1	d4_1273_1	mouse
d4_1273_2	d4_1273_2	mouse
d4_1273_3	d4_1273_3	mouse
d4_1273_4	d4_1273_4	mouse
d4_1275_1	d4_1275_1	mouse
d4_1275_2	d4_1275_2	mouse
d4_1275_3	d4_1275_3	mouse
d4_1275_4	d4_1275_4	mouse
d41_1191_1	d41_1191_1	mouse
d41_1191_2	d41_1191_2	mouse
d41_1191_3	d41_1191_3	mouse
d41_1268_1	d41_1268_1	mouse
d41_1268_2	d41_1268_2	mouse
d41_1268_3	d41_1268_3	mouse
d41_1269_1	d41_1269_1	mouse
d41_1269_2	d41_1269_2	mouse
d41_1269_3	d41_1269_3	mouse
d41_1269_4	d41_1269_4	mouse
d41_1270_1	d41_1270_1	mouse
d41_1270_2	d41_1270_2	mouse
d41_1270_3	d41_1270_3	mouse
d41_1270_4	d41_1270_4	mouse
d41_1271_1	d41_1271_1	mouse
d41_1271_2	d41_1271_2	mouse
d41_1271_3	d41_1271_3	mouse
d41_1271_4	d41_1271_4	mouse
d41_1272_1	d41_1272_1	mouse
d41_1272_2	d41_1272_2	mouse
d41_1272_3	d41_1272_3	mouse
d41_1272_4	d41_1272_4	mouse
d41_1273_1	d41_1273_1	mouse
d41_1273_2	d41_1273_2	mouse
d41_1273_3	d41_1273_3	mouse
d41_1273_4	d41_1273_4	mouse
d41_1275_1	d41_1275_1	mouse
d41_1275_2	d41_1275_2	mouse
d41_1275_3	d41_1275_3	mouse
d41_1275_4	d41_1275_4	mouse
d42_1191_1	d42_1191_1	mouse
cecal_1191_2	d42_1191_2	mouse
cecal_1191_3	d42_1191_3	mouse
cecal_1268_1	d42_1268_1	mouse
cecal_1268_2	d42_1268_2	mouse
cecal_1268_3	d42_1268_3	mouse
d42_1269_1	d42_1269_1	mouse
cecal_1269_2	d42_1269_2	mouse
cecal_1269_3	d42_1269_3	mouse
cecal_1269_4	d42_1269_4	mouse
cecal_1270_1	d42_1270_1	mouse
cecal_1270_2	d42_1270_2	mouse
cecal_1270_3	d42_1270_3	mouse
cecal_1270_4	d42_1270_4	mouse
d42_1271_1	d42_1271_1	mouse
cecal_1271_2	d42_1271_2	mouse
cecal_1271_3	d42_1271_3	mouse
d42_1271_4	d42_1271_4	mouse
d42_1272_1	d42_1272_1	mouse
cecal_1272_2	d42_1272_2	mouse
cecal_1272_3_B	d42_1272_3	mouse
d42_1272_4	d42_1272_4	mouse
cecal_1273_1	d42_1273_1	mouse
d42_1273_2	d42_1273_2	mouse
d42_1273_3	d42_1273_3	mouse
d42_1273_4	d42_1273_4	mouse
cecal_1275_1	d42_1275_1	mouse
cecal_1275_2	d42_1275_2	mouse
d42_1275_3	d42_1275_3	mouse
cecal_1275_4	d42_1275_4	mouse
d5_1191_1	d5_1191_1	mouse
d5_1191_2	d5_1191_2	mouse
d5_1191_3	d5_1191_3	mouse
d5_1268_1	d5_1268_1	mouse
d5_1268_2	d5_1268_2	mouse
d5_1268_3	d5_1268_3	mouse
d5_1269_1	d5_1269_1	mouse
d5_1269_2	d5_1269_2	mouse
d5_1269_3	d5_1269_3	mouse
d5_1269_4	d5_1269_4	mouse
d5_1270_1	d5_1270_1	mouse
d5_1270_2	d5_1270_2	mouse
d5_1270_3	d5_1270_3	mouse
d5_1270_4	d5_1270_4	mouse
d5_1271_1	d5_1271_1	mouse
d5_1271_2	d5_1271_2	mouse
d5_1271_3	d5_1271_3	mouse
d5_1271_4	d5_1271_4	mouse
d5_1272_1	d5_1272_1	mouse
d5_1272_2	d5_1272_2	mouse
d5_1272_3	d5_1272_3	mouse
d5_1272_4	d5_1272_4	mouse
d5_1273_1	d5_1273_1	mouse
d5_1273_2	d5_1273_2	mouse
d5_1273_3	d5_1273_3	mouse
d5_1273_4	d5_1273_4	mouse
d5_1275_1	d5_1275_1	mouse
d5_1275_2	d5_1275_2	mouse
d5_1275_3	d5_1275_3	mouse
d5_1275_4	d5_1275_4	mouse
d6_1191_1	d6_1191_1	mouse
d6_1191_2	d6_1191_2	mouse
d6_1191_3	d6_1191_3	mouse
d6_1268_1	d6_1268_1	mouse
d6_1268_2	d6_1268_2	mouse
d6_1268_3	d6_1268_3	mouse
d6_1269_1	d6_1269_1	mouse
d6_1269_2	d6_1269_2	mouse
d6_1269_3	d6_1269_3	mouse
d6_1269_4	d6_1269_4	mouse
d6_1270_1	d6_1270_1	mouse
d6_1270_2	d6_1270_2	mouse
d6_1270_3	d6_1270_3	mouse
d6_1270_4	d6_1270_4	mouse
d6_1271_1	d6_1271_1	mouse
d6_1271_2	d6_1271_2	mouse
d6_1271_3	d6_1271_3	mouse
d6_1271_4	d6_1271_4	mouse
d6_1272_1	d6_1272_1	mouse
d6_1272_2	d6_1272_2	mouse
d6_1272_3	d6_1272_3	mouse
d6_1272_4	d6_1272_4	mouse
d6_1273_1	d6_1273_1	mouse
d6_1273_2	d6_1273_2	mouse
d6_1273_3	d6_1273_3	mouse
d6_1273_4	d6_1273_4	mouse
d6_1275_1	d6_1275_1	mouse
d6_1275_2	d6_1275_2	mouse
d6_1275_3	d6_1275_3	mouse
d6_1275_4	d6_1275_4	mouse
d7_1191_1	d7_1191_1	mouse
d7_1191_2	d7_1191_2	mouse
d7_1191_3	d7_1191_3	mouse
d7_1268_1	d7_1268_1	mouse
d7_1268_2	d7_1268_2	mouse
d7_1268_3	d7_1268_3	mouse
d7_1269_1	d7_1269_1	mouse
d7_1269_2	d7_1269_2	mouse
d7_1269_3	d7_1269_3	mouse
d7_1269_4	d7_1269_4	mouse
d7_1270_1	d7_1270_1	mouse
d7_1270_2	d7_1270_2	mouse
d7_1270_3	d7_1270_3	mouse
d7_1270_4	d7_1270_4	mouse
d7_1271_1	d7_1271_1	mouse
d7_1271_2	d7_1271_2	mouse
d7_1271_3	d7_1271_3	mouse
d7_1271_4	d7_1271_4	mouse
d7_1272_1	d7_1272_1	mouse
d7_1272_2	d7_1272_2	mouse
d7_1272_3	d7_1272_3	mouse
d7_1272_4	d7_1272_4	mouse
d7_1273_1	d7_1273_1	mouse
d7_1273_2	d7_1273_2	mouse
d7_1273_3	d7_1273_3	mouse
d7_1273_4	d7_1273_4	mouse
d7_1275_1	d7_1275_1	mouse
d7_1275_2	d7_1275_2	mouse
d7_1275_3	d7_1275_3	mouse
d7_1275_4	d7_1275_4	mouse
d8_1191_1	d8_1191_1	mouse
d8_1191_2	d8_1191_2	mouse
d8_1191_3	d8_1191_3	mouse
d8_1268_1	d8_1268_1	mouse
d8_1268_2	d8_1268_2	mouse
d8_1268_3	d8_1268_3	mouse
d8_1269_1	d8_1269_1	mouse
d8_1269_2	d8_1269_2	mouse
d8_1269_3	d8_1269_3	mouse
d8_1269_4	d8_1269_4	mouse
d8_1270_1	d8_1270_1	mouse
d8_1270_2	d8_1270_2	mouse
d8_1270_3	d8_1270_3	mouse
d8_1270_4	d8_1270_4	mouse
d8_1271_1	d8_1271_1	mouse
d8_1271_2	d8_1271_2	mouse
d8_1271_3	d8_1271_3	mouse
d8_1271_4	d8_1271_4	mouse
d8_1272_1	d8_1272_1	mouse
d8_1272_2	d8_1272_2	mouse
d8_1272_3	d8_1272_3	mouse
d8_1272_4	d8_1272_4	mouse
d8_1273_1	d8_1273_1	mouse
d8_1273_2	d8_1273_2	mouse
d8_1273_3	d8_1273_3	mouse
d8_1273_4	d8_1273_4	mouse
d8_1275_1	d8_1275_1	mouse
d8_1275_2	d8_1275_2	mouse
d8_1275_3	d8_1275_3	mouse
d8_1275_4	d8_1275_4	mouse
d9_1191_1	d9_1191_1	mouse
d9_1191_2	d9_1191_2	mouse
d9_1191_3	d9_1191_3	mouse
d9_1268_1	d9_1268_1	mouse
d9_1268_2	d9_1268_2	mouse
d9_1268_3	d9_1268_3	mouse
d9_1269_1	d9_1269_1	mouse
d9_1269_2	d9_1269_2	mouse
d9_1269_3	d9_1269_3	mouse
d9_1269_4	d9_1269_4	mouse
d9_1270_1	d9_1270_1	mouse
d9_1270_2	d9_1270_2	mouse
d9_1270_3	d9_1270_3	mouse
d9_1270_4	d9_1270_4	mouse
d9_1271_1	d9_1271_1	mouse
d9_1271_2	d9_1271_2	mouse
d9_1271_3	d9_1271_3	mouse
d9_1271_4	d9_1271_4	mouse
d9_1272_1	d9_1272_1	mouse
d9_1272_2	d9_1272_2	mouse
d9_1272_3	d9_1272_3	mouse
d9_1272_4	d9_1272_4	mouse
d9_1273_1	d9_1273_1	mouse
d9_1273_2	d9_1273_2	mouse
d9_1273_3	d9_1273_3	mouse
d9_1273_4	d9_1273_4	mouse
d9_1275_1	d9_1275_1	mouse
d9_1275_2	d9_1275_2	mouse
d9_1275_3	d9_1275_3	mouse
d9_1275_4	d9_1275_4	mouse
dn2_1191_1	dn2_1191_1	mouse
dn2_1191_2	dn2_1191_2	mouse
dn2_1191_3	dn2_1191_3	mouse
dn2_1268_1	dn2_1268_1	mouse
dn2_1268_2	dn2_1268_2	mouse
dn2_1268_3	dn2_1268_3	mouse
dn2_1269_1	dn2_1269_1	mouse
dn2_1269_2	dn2_1269_2	mouse
dn2_1269_3	dn2_1269_3	mouse
dn2_1269_4	dn2_1269_4	mouse
dn2_1270_1	dn2_1270_1	mouse
dn2_1270_2	dn2_1270_2	mouse
dn2_1270_3	dn2_1270_3	mouse
dn2_1270_4	dn2_1270_4	mouse
dn2_1271_1	dn2_1271_1	mouse
dn2_1271_2	dn2_1271_2	mouse
dn2_1271_3	dn2_1271_3	mouse
dn2_1271_4	dn2_1271_4	mouse
dn2_1272_1	dn2_1272_1	mouse
dn2_1272_2	dn2_1272_2	mouse
dn2_1272_3	dn2_1272_3	mouse
dn2_1272_4	dn2_1272_4	mouse
dn2_1273_1	dn2_1273_1	mouse
dn2_1273_2	dn2_1273_2	mouse
dn2_1273_3	dn2_1273_3	mouse
dn2_1273_4	dn2_1273_4	mouse
dn2_1275_1	dn2_1275_1	mouse
dn2_1275_2	dn2_1275_2	mouse
dn2_1275_3	dn2_1275_3	mouse
dn2_1275_4	dn2_1275_4	mouse
dn7_1191_1	dn7_1191_1	mouse
dn7_1191_2	dn7_1191_2	mouse
dn7_1191_3	dn7_1191_3	mouse
dn7_1268_1	dn7_1268_1	mouse
dn7_1268_2	dn7_1268_2	mouse
dn7_1268_3	dn7_1268_3	mouse
dn7_1269_1	dn7_1269_1	mouse
dn7_1269_2	dn7_1269_2	mouse
dn7_1269_3	dn7_1269_3	mouse
dn7_1269_4	dn7_1269_4	mouse
dn7_1270_1	dn7_1270_1	mouse
dn7_1270_2	dn7_1270_2	mouse
dn7_1270_3	dn7_1270_3	mouse
dn7_1270_4	dn7_1270_4	mouse
dn7_1271_1	dn7_1271_1	mouse
dn7_1271_2	dn7_1271_2	mouse
dn7_1271_3	dn7_1271_3	mouse
dn7_1271_4	dn7_1271_4	mouse
dn7_1272_1	dn7_1272_1	mouse
dn7_1272_2	dn7_1272_2	mouse
dn7_1272_3	dn7_1272_3	mouse
dn7_1272_4	dn7_1272_4	mouse
dn7_1273_1	dn7_1273_1	mouse
dn7_1273_2	dn7_1273_2	mouse
dn7_1273_3	dn7_1273_3	mouse
dn7_1273_4	dn7_1273_4	mouse
dn7_1275_1	dn7_1275_1	mouse
dn7_1275_2	dn7_1275_2	mouse
dn7_1275_3	dn7_1275_3	mouse
dn7_1275_4	dn7_1275_4	mouse
d0_1192_1	d0_1192_1	mouse
d0_1192_2	d0_1192_2	mouse
d0_1192_3	d0_1192_3	mouse
d0_1291_1	d0_1291_1	mouse
d0_1291_2	d0_1291_2	mouse
d0_1291_3	d0_1291_3	mouse
d0_1291_4	d0_1291_4	mouse
d0_1292_1	d0_1292_1	mouse
d0_1292_2	d0_1292_2	mouse
d0_1292_3	d0_1292_3	mouse
d0_1292_4	d0_1292_4	mouse
d0_1293_1	d0_1293_1	mouse
d0_1293_2	d0_1293_2	mouse
d0_1293_3	d0_1293_3	mouse
d0_1293_4	d0_1293_4	mouse
d0_1294_1	d0_1294_1	mouse
d0_1294_2	d0_1294_2	mouse
d0_1294_3	d0_1294_3	mouse
d0_1294_4	d0_1294_4	mouse
d0_1295_1	d0_1295_1	mouse
d0_1295_2	d0_1295_2	mouse
d0_1295_3	d0_1295_3	mouse
d0_1295_4	d0_1295_4	mouse
d0_1296_1	d0_1296_1	mouse
d0_1296_2	d0_1296_2	mouse
d0_1296_3	d0_1296_3	mouse
d0_1296_4	d0_1296_4	mouse
d0_1297_1	d0_1297_1	mouse
d0_1297_2	d0_1297_2	mouse
d0_1297_3	d0_1297_3	mouse
d0_1297_4	d0_1297_4	mouse
d1_1192_1	d1_1192_1	mouse
d1_1192_2	d1_1192_2	mouse
d1_1192_3	d1_1192_3	mouse
d1_1291_1	d1_1291_1	mouse
d1_1291_2	d1_1291_2	mouse
d1_1291_3	d1_1291_3	mouse
d1_1291_4	d1_1291_4	mouse
d1_1292_1	d1_1292_1	mouse
d1_1292_2	d1_1292_2	mouse
d1_1292_3	d1_1292_3	mouse
d1_1292_4	d1_1292_4	mouse
d1_1293_1	d1_1293_1	mouse
d1_1293_2	d1_1293_2	mouse
d1_1293_3	d1_1293_3	mouse
d1_1293_4	d1_1293_4	mouse
d1_1294_1	d1_1294_1	mouse
d1_1294_2	d1_1294_2	mouse
d1_1294_3	d1_1294_3	mouse
d1_1294_4	d1_1294_4	mouse
d1_1295_1	d1_1295_1	mouse
d1_1295_2	d1_1295_2	mouse
d1_1295_3	d1_1295_3	mouse
d1_1295_4	d1_1295_4	mouse
d1_1296_1	d1_1296_1	mouse
d1_1296_2	d1_1296_2	mouse
d1_1296_3	d1_1296_3	mouse
d1_1296_4	d1_1296_4	mouse
d1_1297_1	d1_1297_1	mouse
d1_1297_2	d1_1297_2	mouse
d1_1297_3	d1_1297_3	mouse
d1_1297_4	d1_1297_4	mouse
d10_1192_1	d10_1192_1	mouse
d10_1192_2	d10_1192_2	mouse
d10_1192_3	d10_1192_3	mouse
d10_1291_1	d10_1291_1	mouse
d10_1291_2	d10_1291_2	mouse
d10_1291_3	d10_1291_3	mouse
d10_1291_4	d10_1291_4	mouse
d10_1292_1	d10_1292_1	mouse
d10_1292_2	d10_1292_2	mouse
d10_1292_3	d10_1292_3	mouse
d10_1292_4	d10_1292_4	mouse
d10_1293_1	d10_1293_1	mouse
d10_1293_2	d10_1293_2	mouse
d10_1293_3	d10_1293_3	mouse
d10_1293_4	d10_1293_4	mouse
d10_1294_1	d10_1294_1	mouse
d10_1294_2	d10_1294_2	mouse
d10_1294_3	d10_1294_3	mouse
d10_1294_4	d10_1294_4	mouse
d10_1295_1	d10_1295_1	mouse
d10_1295_2	d10_1295_2	mouse
d10_1295_3	d10_1295_3	mouse
d10_1295_4	d10_1295_4	mouse
d10_1296_1	d10_1296_1	mouse
d10_1296_2	d10_1296_2	mouse
d10_1296_3	d10_1296_3	mouse
d10_1296_4	d10_1296_4	mouse
d10_1297_1	d10_1297_1	mouse
d10_1297_2	d10_1297_2	mouse
d10_1297_3	d10_1297_3	mouse
d10_1297_4	d10_1297_4	mouse
d11_1192_1	d11_1192_1	mouse
d11_1192_2	d11_1192_2	mouse
d11_1192_3	d11_1192_3	mouse
d11_1291_1	d11_1291_1	mouse
d11_1291_2	d11_1291_2	mouse
d11_1291_3	d11_1291_3	mouse
d11_1291_4	d11_1291_4	mouse
d11_1292_1	d11_1292_1	mouse
d11_1292_2	d11_1292_2	mouse
d11_1292_3	d11_1292_3	mouse
d11_1292_4	d11_1292_4	mouse
d11_1293_1	d11_1293_1	mouse
d11_1293_2	d11_1293_2	mouse
d11_1293_3	d11_1293_3	mouse
d11_1293_4	d11_1293_4	mouse
d11_1294_1	d11_1294_1	mouse
